"date","event","arena","city","result","result_type","ref1","ref1_score","ref2","ref2_score","ref3","ref3_score"
"January 27, 2018","UFC on Fox 27: Jacaré vs. Brunson 2","Spectrum Center","Charlotte, North Carolina, USA","Dober def. Camacho","Unanimous","CLEARY","29 - 28","HOPPER JR.","29 - 28","SILBERT","30 - 27"
"January 27, 2018","UFC on Fox 27: Jacaré vs. Brunson 2","Spectrum Center","Charlotte, North Carolina, USA","Green def. Koch","Unanimous","D'AMATO","29 - 28","ELLIOTT","29 - 28","URSO","29 - 28"
"January 27, 2018","UFC on Fox 27: Jacaré vs. Brunson 2","Spectrum Center","Charlotte, North Carolina, USA","Chookagian def. Romero Borella","Unanimous","CLAUDIO","29 - 28","D'AMATO","29 - 28","URSO","30 - 27"
"January 27, 2018","UFC on Fox 27: Jacaré vs. Brunson 2","Spectrum Center","Charlotte, North Carolina, USA","Markos def. Lima","Unanimous","CLEARY","30 - 27","HOPPER JR.","30 - 27","SILBERT","30 - 27"
"January 27, 2018","UFC on Fox 27: Jacaré vs. Brunson 2","Spectrum Center","Charlotte, North Carolina, USA","Kim def. Kish","Split","D'AMATO","28 - 29","ELLIOTT","30 - 27","URSO","29 - 28"
"January 27, 2018","UFC on Fox 27: Jacaré vs. Brunson 2","Spectrum Center","Charlotte, North Carolina, USA","Pichel def. Silva","Unanimous","CLAUDIO","29 - 28","CLEARY","29 - 28","HOPPER JR.","29 - 28"
"January 26, 2018","Bellator 193: Larkin vs. Gonzalez","Pechanga Resort and Casino","Temecula, California, USA","Andaya def. Aguilera","Unanimous","BELL","30 - 27","BELTRAN","30 - 27","RATHGEBER","29 - 28"
"January 26, 2018","Bellator 193: Larkin vs. Gonzalez","Pechanga Resort and Casino","Temecula, California, USA","Lawrence def. Natividad","Unanimous","BELL","30 - 27","COBIAN","30 - 27","MCCARTHY","30 - 27"
"January 26, 2018","Bellator 193: Larkin vs. Gonzalez","Pechanga Resort and Casino","Temecula, California, USA","Larkin def. Gonzalez","Unanimous","BELL","29 - 28","BELTRAN","30 - 27","MCCARTHY","30 - 27"
"January 26, 2018","Bellator 193: Larkin vs. Gonzalez","Pechanga Resort and Casino","Temecula, California, USA","Awad def. Ambrose","Unanimous","BELL","30 - 27","DENKIN","30 - 27","MCCARTHY","30 - 27"
"January 26, 2018","Bellator 193: Larkin vs. Gonzalez","Pechanga Resort and Casino","Temecula, California, USA","Matthews def. Grove","Split","BELL","29 - 28","COBIAN","30 - 27","MCCARTHY","28 - 29"
"January 26, 2018","Bellator 193: Larkin vs. Gonzalez","Pechanga Resort and Casino","Temecula, California, USA","Fortune def. Hernandez","Unanimous","BELTRAN","30 - 26","COBIAN","30 - 26","RATHGEBER","30 - 26"
"January 26, 2018","Bellator 193: Larkin vs. Gonzalez","Pechanga Resort and Casino","Temecula, California, USA","Fortune def. Quintero","Unanimous","BELL","29 - 28","DENKIN","29 - 28","MCCARTHY","29 - 28"
"January 20, 2018","UFC 220: Miocic vs. Ngannou","TD Garden","Boston, Massachusetts, USA","Miocic def. Ngannou","Unanimous","CROSBY","50 - 44","GINSBERG","50 - 44","LEE","50 - 44"
"January 20, 2018","UFC 220: Miocic vs. Ngannou","TD Garden","Boston, Massachusetts, USA","Villante def. Barroso","Split","GINSBERG","30 - 27","MENA","30 - 27","TIRELLI","28 - 29"
"January 20, 2018","UFC 220: Miocic vs. Ngannou","TD Garden","Boston, Massachusetts, USA","Bochniak def. Davis","Unanimous","CROSBY","30 - 27","D'AMATO","29 - 28","TIRELLI","29 - 28"
"January 20, 2018","UFC 220: Miocic vs. Ngannou","TD Garden","Boston, Massachusetts, USA","Ortiz def. Pantoja","Unanimous","LEE","29 - 28","MAHMOOD","29 - 28","MENA","29 - 28"
"January 20, 2018","UFC 220: Miocic vs. Ngannou","TD Garden","Boston, Massachusetts, USA","Arce def. Ige","Unanimous","CROSBY","30 - 27","D'AMATO","30 - 27","PHOENIX","29 - 28"
"January 20, 2018","UFC 220: Miocic vs. Ngannou","TD Garden","Boston, Massachusetts, USA","Barzola def. Bessette","Unanimous","CROSBY","29 - 28","GINSBERG","30 - 27","MENA","29 - 28"
"January 20, 2018","Bellator 192: Rampage vs. Sonnen","The Forum","Inglewood, California, USA","Estrada def. Duran","Unanimous","BELL","29 - 28","MCCARTHY","29 - 28","MINER","29 - 28"
"January 20, 2018","Bellator 192: Rampage vs. Sonnen","The Forum","Inglewood, California, USA","Sonnen def. Jackson","Unanimous","BELL","29 - 28","MCCARTHY","29 - 28","MINER","29 - 28"
"January 20, 2018","Bellator 192: Rampage vs. Sonnen","The Forum","Inglewood, California, USA","MacDonald def. Lima","Unanimous","BELL","49 - 45","MINER","48 - 47","ROSALES","49 - 46"
"January 20, 2018","Bellator 192: Rampage vs. Sonnen","The Forum","Inglewood, California, USA","Chandler def. Yamauchi","Unanimous","CRAIL","30 - 26","DENKIN","30 - 25","ROSALES","30 - 26"
"January 20, 2018","Bellator 192: Rampage vs. Sonnen","The Forum","Inglewood, California, USA","Corrales def. Karakhanyan","Unanimous","CRAIL","30 - 27","MINER","29 - 28","ROSALES","29 - 28"
"January 20, 2018","Bellator 192: Rampage vs. Sonnen","The Forum","Inglewood, California, USA","Brock def. Gracie","Unanimous","CRAIL","29 - 28","DENKIN","29 - 28","ROSALES","30 - 27"
"January 20, 2018","Bellator 192: Rampage vs. Sonnen","The Forum","Inglewood, California, USA","Campos def. Gozali","Unanimous","CRAIL","30 - 27","DENKIN","30 - 27","MCCARTHY","30 - 27"
"January 14, 2018","UFC Fight Night 124: Stephens vs. Choi","Scottrade Center","St. Louis, Missouri, USA","Clark def. VanZant","Unanimous","BROWN","30 - 27","LEE","29 - 28","PUCCILLO","29 - 28"
"January 14, 2018","UFC Fight Night 124: Stephens vs. Choi","Scottrade Center","St. Louis, Missouri, USA","Usman def. Meek","Unanimous","BUESKING","30 - 27","D'AMATO","30 - 27","ROSALES","30 - 27"
"January 14, 2018","UFC Fight Night 124: Stephens vs. Choi","Scottrade Center","St. Louis, Missouri, USA","Krause def. White","Unanimous","BUESKING","29 - 28","D'AMATO","29 - 28","LEE","29 - 28"
"January 14, 2018","UFC Fight Night 124: Stephens vs. Choi","Scottrade Center","St. Louis, Missouri, USA","Aldana def. Bernardo","Unanimous","BROWN","30 - 27","LEE","30 - 27","ROSALES","30 - 27"
"January 14, 2018","UFC Fight Night 124: Stephens vs. Choi","Scottrade Center","St. Louis, Missouri, USA","Eye def. Faria","Split","D'AMATO","29 - 28","FRANCIS","28 - 29","PUCCILLO","29 - 28"
"January 14, 2018","UFC Fight Night 124: Stephens vs. Choi","Scottrade Center","St. Louis, Missouri, USA","Aldrich def. Taylor","Unanimous","BUESKING","29 - 28","D'AMATO","29 - 28","FRANCIS","29 - 28"
"January 14, 2018","UFC Fight Night 124: Stephens vs. Choi","Scottrade Center","St. Louis, Missouri, USA","Burnell def. Santiago","Unanimous","BROWN","29 - 28","PUCCILLO","29 - 28","ROSALES","29 - 28"
"January 13, 2018","Invicta FC 27: Kaufman vs. Kianzad","Scottish Rite Temple","Kansas City, Missouri, USA","Kaufman def. Kianzad","Unanimous","DANFORTH","30 - 27","GUEARY","30 - 27","SWANBERG","30 - 27"
"January 13, 2018","Invicta FC 27: Kaufman vs. Kianzad","Scottish Rite Temple","Kansas City, Missouri, USA","Jacobson def. Nichols","Unanimous","DANFORTH","29 - 28","GUEARY","29 - 28","SWANBERG","30 - 27"
"January 13, 2018","Invicta FC 27: Kaufman vs. Kianzad","Scottish Rite Temple","Kansas City, Missouri, USA","Cummins def. Alba","Unanimous","DANFORTH","30 - 27","GUEARY","30 - 27","SWANBERG","30 - 27"
"January 13, 2018","Invicta FC 27: Kaufman vs. Kianzad","Scottish Rite Temple","Kansas City, Missouri, USA","Walker def. Muraski","Split","DANFORTH","29 - 28","GUEARY","29 - 28","SWANBERG","28 - 29"
"January 13, 2018","Invicta FC 27: Kaufman vs. Kianzad","Scottish Rite Temple","Kansas City, Missouri, USA","Spencer def. Al-Hameed","Unanimous","DANFORTH","30 - 27","GUEARY","30 - 27","SWANBERG","30 - 27"
"January 13, 2018","Invicta FC 27: Kaufman vs. Kianzad","Scottish Rite Temple","Kansas City, Missouri, USA","Lookboonmee def. Wang","Unanimous","DANFORTH","29 - 26","GUEARY","29 - 27","SWANBERG","29 - 27"
"December 31, 2019","PFL 10: 2019 Season","Hulu Theater at Madison Square Garden","New York, New York, USA","Harrison def. Pacheco","Unanimous","Unknown","45NA","Unknown","45NA","Unknown","43NA"
"December 31, 2019","PFL 10: 2019 Season","Hulu Theater at Madison Square Garden","New York, New York, USA","Schulte def. Radzhabov","Unanimous","Unknown","44NA","Unknown","47NA","Unknown","46NA"
"December 31, 2019","PFL 10: 2019 Season","Hulu Theater at Madison Square Garden","New York, New York, USA","Palmer def. Gilpin","Unanimous","Unknown","44NA","Unknown","43NA","Unknown","44NA"
"December 31, 2019","PFL 10: 2019 Season","Hulu Theater at Madison Square Garden","New York, New York, USA","Loughnane def. Valente","Unanimous","Unknown","27NA","Unknown","27NA","Unknown","27NA"
"December 29, 2019","Bellator 237: Fedor vs. Rampage","Saitama Super Arena","Saitama, Japan","Larkin def. Nakamura","Unanimous","COLÓN","30 - 27","D'AMATO","30 - 26","PEABODY","30 - 26"
"December 21, 2019","UFC on ESPN+ 23: Edgar vs. The Korean Zombie","Sajik Arena","Busan, South Korea","Oezdemir def. Rakic","Split","COLLETT","29 - 28","DIMITRIOU","29 - 28","FIELD","28 - 29"
"December 21, 2019","UFC on ESPN+ 23: Edgar vs. The Korean Zombie","Sajik Arena","Busan, South Korea","Park def. Barriault","Unanimous","COLLETT","29 - 28","DIMITRIOU","29 - 28","FIELD","30 - 27"
"December 21, 2019","UFC on ESPN+ 23: Edgar vs. The Korean Zombie","Sajik Arena","Busan, South Korea","Kang def. Pingyuan","Split","CARTLIDGE","29 - 28","FIELD","28 - 29","SUTHERLAND","30 - 27"
"December 21, 2019","UFC on ESPN+ 23: Edgar vs. The Korean Zombie","Sajik Arena","Busan, South Korea","Gane def. Boser","Unanimous","COLLETT","30 - 26","DIMITRIOU","30 - 26","FIELD","30 - 26"
"December 21, 2019","UFC on ESPN+ 23: Edgar vs. The Korean Zombie","Sajik Arena","Busan, South Korea","Choi def. Mokhtarian","Unanimous","CARTLIDGE","29 - 26","FIELD","29 - 26","SUTHERLAND","29 - 25"
"December 21, 2019","UFC on ESPN+ 23: Edgar vs. The Korean Zombie","Sajik Arena","Busan, South Korea","Morales def. Ma","Unanimous","COLLETT","30 - 27","DIMITRIOU","30 - 26","SUTHERLAND","29 - 28"
"December 21, 2019","UFC on ESPN+ 23: Edgar vs. The Korean Zombie","Sajik Arena","Busan, South Korea","Barcelos def. Nurmagomedov","Unanimous","CARTLIDGE","29 - 28","FIELD","29 - 28","SUTHERLAND","30 - 27"
"December 21, 2019","UFC on ESPN+ 23: Edgar vs. The Korean Zombie","Sajik Arena","Busan, South Korea","Alateng def. Benoit","Split","CARTLIDGE","29 - 28","DIMITRIOU","29 - 28","FIELD","28 - 29"
"December 21, 2019","Bellator 236: Macfarlane vs. Jackson","Neal S. Blaisdell Arena","Honolulu, Hawaii, USA","Macfarlane def. Jackson","Unanimous","BELL","50 - 45","D'AMATO","50 - 44","LEE","50 - 44"
"December 21, 2019","Bellator 236: Macfarlane vs. Jackson","Neal S. Blaisdell Arena","Honolulu, Hawaii, USA","Jackson def. Kunimoto","Unanimous","BELL","30 - 27","D'AMATO","30 - 27","LEE","30 - 27"
"December 21, 2019","Bellator 236: Macfarlane vs. Jackson","Neal S. Blaisdell Arena","Honolulu, Hawaii, USA","Velasquez def. Ellen","Unanimous","Unknown","27NA","Unknown","26NA","Unknown","27NA"
"December 21, 2019","Bellator 236: Macfarlane vs. Jackson","Neal S. Blaisdell Arena","Honolulu, Hawaii, USA","Stots def. Leialoha","Unanimous","BELL","30 - 27","LEE","29 - 28","TAKAO","29 - 28"
"December 21, 2019","Bellator 236: Macfarlane vs. Jackson","Neal S. Blaisdell Arena","Honolulu, Hawaii, USA","Zane def. Dung","Unanimous","Unknown","28NA","Unknown","28NA","Unknown","28NA"
"December 21, 2019","Bellator 236: Macfarlane vs. Jackson","Neal S. Blaisdell Arena","Honolulu, Hawaii, USA","Kamaka III def. Higa","Unanimous","LEE","30 - 27","ONZUKA","30 - 27","TAKAO","30 - 27"
"December 20, 2019","Bellator 235: Miesch vs. Perez","Neal S. Blaisdell Arena","Honolulu, Hawaii, USA","Lara def. Arteaga","Unanimous","BELL","30 - 26","D'AMATO","30 - 27","TRIGG","30 - 26"
"December 20, 2019","Bellator 235: Miesch vs. Perez","Neal S. Blaisdell Arena","Honolulu, Hawaii, USA","Claxton def. Akeo","Unanimous","ANTOQUE","30 - 27","LEE","30 - 27","TRIGG","30 - 27"
"December 20, 2019","Bellator 235: Miesch vs. Perez","Neal S. Blaisdell Arena","Honolulu, Hawaii, USA","Creer def. Gwerder","Unanimous","Unknown","27NA","Unknown","27NA","Unknown","26NA"
"December 20, 2019","Bellator 235: Miesch vs. Perez","Neal S. Blaisdell Arena","Honolulu, Hawaii, USA","Bell def. Daguzan","Unanimous","Unknown","28NA","Unknown","27NA","Unknown","27NA"
"December 14, 2019","UFC 245: Usman vs. Covington","T-Mobile Arena","Las Vegas, Nevada, USA","Volkanovski def. Holloway","Unanimous","BELL","48 - 47","KAMIJO","50 - 45","LEE","48 - 47"
"December 14, 2019","UFC 245: Usman vs. Covington","T-Mobile Arena","Las Vegas, Nevada, USA","Nunes def. de Randamie","Unanimous","D'AMATO","49 - 44","HAGEN","49 - 46","MCCARTHY","49 - 45"
"December 14, 2019","UFC 245: Usman vs. Covington","T-Mobile Arena","Las Vegas, Nevada, USA","Moraes def. Aldo","Split","BELL","28 - 29","COLÓN","29 - 28","SMITH","29 - 28"
"December 14, 2019","UFC 245: Usman vs. Covington","T-Mobile Arena","Las Vegas, Nevada, USA","Akhmedov def. Heinisch","Unanimous","BELL","29 - 28","D'AMATO","29 - 28","MCCARTHY","29 - 28"
"December 14, 2019","UFC 245: Usman vs. Covington","T-Mobile Arena","Las Vegas, Nevada, USA","Moreno def. Kara-France","Unanimous","KAMIJO","29 - 28","LEE","29 - 28","SMITH","30 - 27"
"December 14, 2019","UFC 245: Usman vs. Covington","T-Mobile Arena","Las Vegas, Nevada, USA","Eye def. Araujo","Unanimous","BELL","29 - 28","CLEARY","29 - 28","HAGEN","29 - 28"
"December 07, 2019","UFC on ESPN 7: Overeem vs. Rozenstruik","Capital One Arena","Washington, District of Columbia, USA","Rodriguez drew with Calvillo","Majority","BRASLOW","28 - 28","D'AMATO","28 - 28","LEE","29 - 28"
"December 07, 2019","UFC on ESPN 7: Overeem vs. Rozenstruik","Capital One Arena","Washington, District of Columbia, USA","Stamann drew with Yadong","Majority","BRASLOW","28 - 28","D'AMATO","29 - 27","RADOS","28 - 28"
"December 07, 2019","UFC on ESPN 7: Overeem vs. Rozenstruik","Capital One Arena","Washington, District of Columbia, USA","Font def. Simon","Unanimous","BRASLOW","30 - 27","COLFLESH","29 - 28","D'AMATO","29 - 28"
"December 07, 2019","UFC on ESPN 7: Overeem vs. Rozenstruik","Capital One Arena","Washington, District of Columbia, USA","Solecki def. Wiman","Unanimous","BRASLOW","30 - 26","D'AMATO","30 - 26","RADOS","30 - 27"
"December 07, 2019","KSW 52: The Race: Askham vs. Khalidov","Gliwice Arena","Gliwice, Poland","Askham def. Khalidov","Unanimous","KLOC","29 - 28","PAOLILLO","30 - 27","WERNER","29 - 28"
"December 07, 2019","KSW 52: The Race: Askham vs. Khalidov","Gliwice Arena","Gliwice, Poland","Parnasse def. Buchinger","Unanimous","LETHABY","50 - 44","POREBSKI","50 - 45","WOJCIECHOWSKI","50 - 45"
"November 23, 2019","Bellator London 2: MVP vs. Melillo","The SSE Arena","London, England","Edwards def. Shipman","Split","CARTLIDGE","30 - 27","D'AMATO","29 - 28","TIRELLI","28 - 29"
"November 23, 2019","Bellator London 2: MVP vs. Melillo","The SSE Arena","London, England","Bak def. Brazier","Unanimous","CARTLIDGE","29 - 28","D'AMATO","30 - 27","PEABODY","30 - 27"
"November 23, 2019","Bellator London 2: MVP vs. Melillo","The SSE Arena","London, England","Wilde def. Leary","Unanimous","CARTLIDGE","29 - 28","ENGLISH","29 - 28","TIRELLI","29 - 28"
"November 23, 2019","Bellator London 2: MVP vs. Melillo","The SSE Arena","London, England","Penini def. Ward","Unanimous","CARTLIDGE","30 - 27","D'AMATO","30 - 27","TIRELLI","29 - 28"
"November 23, 2019","Bellator London 2: MVP vs. Melillo","The SSE Arena","London, England","Davis def. Botti","Unanimous","CARTLIDGE","29 - 28","ENGLISH","30 - 27","TIRELLI","30 - 27"
"November 23, 2019","Bellator London 2: MVP vs. Melillo","The SSE Arena","London, England","Fryer def. Tokkos","Unanimous","MONTALVO","30 - 27","PEABODY","30 - 27","TIRELLI","30 - 27"
"November 23, 2019","Bellator London 2: MVP vs. Melillo","The SSE Arena","London, England","Petley def. Mearns","Unanimous","ENGLISH","30 - 27","PEABODY","30 - 27","TIRELLI","30 - 27"
"November 23, 2019","Bellator London 2: MVP vs. Melillo","The SSE Arena","London, England","Hardwick def. Rose","Majority","CARTLIDGE","28 - 28","MONTALVO","29 - 28","ROBERTS","29 - 28"
"November 22, 2019","CW 111: Cage Warriors 111","indigo at The O2","London, England","Burnell def. Aimable","Unanimous","CARTLIDGE","30 - 26","COLLETT","30 - 26","LETHABY","30 - 26"
"November 22, 2019","CW 111: Cage Warriors 111","indigo at The O2","London, England","Sonmez def. Golding","Unanimous","CARTLIDGE","29 - 28","COLLETT","29 - 28","LETHABY","29 - 28"
"November 22, 2019","CW 111: Cage Warriors 111","indigo at The O2","London, England","Gittins def. Amarasinghe","Unanimous","CARTLIDGE","29 - 28","COLLETT","29 - 28","LETHABY","29 - 28"
"November 22, 2019","CW 111: Cage Warriors 111","indigo at The O2","London, England","Onwordi def. Davies","Unanimous","CARTLIDGE","30 - 25","COLLETT","30 - 25","LETHABY","30 - 24"
"November 22, 2019","CW 111: Cage Warriors 111","indigo at The O2","London, England","Hendin def. Barton","Unanimous","CARTLIDGE","29 - 28","COLLETT","29 - 28","LETHABY","29 - 28"
"November 16, 2019","UFC on ESPN+ 22: Blachowicz vs. Jacare","GinÃ¡sio do Ibirapuera","Sao Paulo, Brazil","Blachowicz def. Souza","Split","D'AMATO","48 - 47","LEE","48 - 47","PONTES","47 - 48"
"November 16, 2019","UFC on ESPN+ 22: Blachowicz vs. Jacare","GinÃ¡sio do Ibirapuera","Sao Paulo, Brazil","Rua drew with Craig","Split","BRAVO","28 - 28","D'AMATO","29 - 28","VILHENA","28 - 29"
"November 16, 2019","UFC on ESPN+ 22: Blachowicz vs. Jacare","GinÃ¡sio do Ibirapuera","Sao Paulo, Brazil","Muniz def. Arroyo","Unanimous","D'AMATO","30 - 27","LEE","30 - 27","VILHENA","30 - 27"
"November 16, 2019","UFC on ESPN+ 22: Blachowicz vs. Jacare","GinÃ¡sio do Ibirapuera","Sao Paulo, Brazil","Turman def. Perez","Unanimous","BRAVO","30 - 27","LEE","30 - 27","VILHENA","30 - 27"
"November 16, 2019","UFC on ESPN+ 22: Blachowicz vs. Jacare","GinÃ¡sio do Ibirapuera","Sao Paulo, Brazil","Trinaldo def. Green","Unanimous","BRAVO","29 - 28","D'AMATO","30 - 27","VILHENA","29 - 28"
"November 16, 2019","UFC on ESPN+ 22: Blachowicz vs. Jacare","GinÃ¡sio do Ibirapuera","Sao Paulo, Brazil","Silva de Andrade def. Barão","Unanimous","BRAVO","30 - 26","D'AMATO","30 - 27","VILHENA","30 - 27"
"November 16, 2019","UFC on ESPN+ 22: Blachowicz vs. Jacare","GinÃ¡sio do Ibirapuera","Sao Paulo, Brazil","Lipski def. de Padua","Unanimous","BRAVO","29 - 27","LEE","30 - 26","PONTES","30 - 26"
"November 16, 2019","UFC on ESPN+ 22: Blachowicz vs. Jacare","GinÃ¡sio do Ibirapuera","Sao Paulo, Brazil","Cortez def. Melo","Unanimous","D'AMATO","30 - 27","PONTES","29 - 27","VILHENA","30 - 27"
"November 14, 2019","Bellator 234: Kharitonov vs. Vassell","Menora Mivtachim Arena","Tel Aviv,","Outlaw def. Huerta","Unanimous","BELL","30 - 27","COLÓN","30 - 27","MINER","29 - 28"
"November 14, 2019","Bellator 234: Kharitonov vs. Vassell","Menora Mivtachim Arena","Tel Aviv,","Vanderford def. Bozinyan","Unanimous","BELTRAN","29 - 28","COLÓN","29 - 28","MINER","29 - 28"
"November 14, 2019","Bellator 234: Kharitonov vs. Vassell","Menora Mivtachim Arena","Tel Aviv,","Bring def. Danylyuk","Unanimous","BELL","29 - 28","COLÓN","30 - 27","MINER","30 - 26"
"November 14, 2019","Bellator 234: Kharitonov vs. Vassell","Menora Mivtachim Arena","Tel Aviv,","Dulger def. Leibel","Unanimous","ANDERSON","30 - 27","BELL","29 - 28","COLÓN","30 - 27"
"November 14, 2019","Bellator 234: Kharitonov vs. Vassell","Menora Mivtachim Arena","Tel Aviv,","Aronov def. Hleihil","Unanimous","BELTRAN","30 - 26","COLÓN","30 - 26","HERZOG","28 - 27"
"November 14, 2019","Bellator 234: Kharitonov vs. Vassell","Menora Mivtachim Arena","Tel Aviv,","Voldman def. Rosales","Split","BELTRAN","28 - 29","COLÓN","29 - 28","MINER","30 - 27"
"November 14, 2019","Bellator 234: Kharitonov vs. Vassell","Menora Mivtachim Arena","Tel Aviv,","Mamadov drew with Tratner","Split","ANDERSON","29 - 28","BELL","27 - 28","MINER","28 - 28"
